Gene	logFC	logCPM	F	PValue	FDR
CRIP2	-2.27272793728511	9.55522241530386	34.1005381038485	0.000307336607942389	0.00880939252345077
CAMK2A	-2.27118402017998	2.23037410064787	45.2431238097773	0.00395818751125438	0.0372525244764243
TECRL	-2.26428290713303	7.86656949790641	48.02888730172	9.02001502683891e-05	0.00430656957552522
ACOT1	-2.25999603492256	2.52695453277966	43.2843202012427	0.000788024323665117	0.0143979527963506
HAND2	-2.25568022812203	5.98933031381361	42.7014413607597	0.00013839641820903	0.00551982299698331
DERL3	-2.25544985216813	2.90658140524568	31.9435290871474	0.000385308403948681	0.00983368976334886
BANCR	-2.25384554523797	6.87197758870286	31.6120960527503	0.000399367243696926	0.0100729864049676
NIPSNAP3B	-2.25337455396672	3.1629345606155	39.3767961619839	0.000185115732246557	0.00673938035969235
LYRM9	-2.25006729777975	2.8824125334386	33.0608828475875	0.000342206698632163	0.00933952996837127
SRP14-AS1	-2.24518998965092	3.68019790634893	36.1760304676301	0.000249941077117736	0.0078599258914765
BCL2A1	-2.24244334412364	2.25410842087284	14.9881883666552	0.00421203798065877	0.0387553548728379
UNC45B	-2.24174376211038	8.45485061121476	18.6101558477966	0.00222707407051643	0.0264539191802324
CTF1	-2.24060263183561	3.82721200592292	30.4042016652387	0.000456286160446298	0.010813651360432
ANKRD1	-2.23878902927622	9.28273301278976	24.4558702524599	0.000942511297944234	0.0159288223495479
KIF22	-2.23244565607902	4.34568178453261	70.5481542913101	1.86450130178149e-05	0.00217627604154456
YPEL1	-2.23211786201443	4.17062530610412	67.482553899606	2.21744300785787e-05	0.00234787716351241
LYPD6	-2.22889851041889	2.39769324439873	15.382100397689	0.00391080987393562	0.0369840106777054
TBX20	-2.22574505950169	3.89810239314662	56.6258805144382	4.5527511571523e-05	0.00307005621844672
SCHIP1	-2.22264924130945	5.87832192886333	71.9085546912592	1.7301826651328e-05	0.00204526352035548
SLC2A8	-2.22263112943263	4.83592280653212	57.0067584042555	4.51016358332464e-05	0.00305182551708895
PLK4	-2.22147487426229	2.62624280608264	16.4140642137817	0.00323937017853752	0.0331622390288067
SYNJ2BP-COX16	-2.2214431073203	3.77320762248837	32.9117879905452	0.000347600335376755	0.00935417886886566
CDC6	-2.21607803636112	3.67292264088151	21.2041468869662	0.00148781148655347	0.0208240547793429
KCNQ2	-2.2147631171033	3.04888363663194	26.1262779914527	0.000758956195501267	0.0141489596568856
GON7	-2.20907718255063	3.51918830240635	23.170549742869	0.00112229699054412	0.0175620684572944
ACAT1	-2.20487877164759	6.88053531102742	69.9531682948229	1.92726712635166e-05	0.00219876528025573
VSNL1	-2.2018355364682	4.88553901672911	56.2262713790003	4.74521260471429e-05	0.00311224921903577
CDC20	-2.20079946052077	3.81094466865268	61.7892152154711	3.12032430257726e-05	0.00273348766917292
ACADSB	-2.19882540898194	4.13432536199415	16.7810218274953	0.00303554608075904	0.0318707976151604
SELENOW	-2.19879310287251	9.30407873360058	29.3428258116461	0.000514793054251406	0.0113763600712516
LINC00526	-2.1979305948473	2.73204935357329	16.936605003572	0.00295393889493807	0.0312986732912364
COX6C	-2.19583509832563	8.36078079107668	23.1335190062293	0.00112807886330975	0.0176244359352923
REXO5	-2.19559579591343	3.4264078507857	20.8483048776801	0.00156894663603273	0.0214354069457505
SSPN	-2.18313358824494	4.65957923240928	27.0783552229991	0.000674036232808697	0.0131870518408824
DAND5	-2.18196644173659	2.60231551497597	24.4500245846361	0.000943244741893421	0.0159288223495479
RBMS3-AS3	-2.1800753302708	2.35765858243302	22.8064847987547	0.00262881527850016	0.0293933004045633
HMGCLL1	-2.17847481343054	3.32977388699499	63.3270038164206	2.83769288937915e-05	0.00262660601737203
LINC00880	-2.17713959920355	4.94170806083132	58.9784332388561	3.77303174642621e-05	0.00290925453489117
C10orf71	-2.17634418876894	2.5170777250997	13.3905130592595	0.00577321708231996	0.0472623440994429
HMGN2	-2.17440601407841	7.53431471903732	37.7438712726617	0.000215184640299096	0.00726775937450801
MYL9	-2.17079353509686	9.80486324827231	43.8201993530367	0.000121270383289082	0.00514814507089955
ROGDI	-2.16794147885713	5.63152790771785	44.2448733152008	0.00012170379042703	0.00514814507089955
PLN	-2.16709174736134	10.5860086307234	32.9862182947415	0.000344894719561959	0.00935417886886566
HAND2-AS1	-2.16701127542527	5.8317620550188	64.3657468787599	2.66449319726033e-05	0.00255050487852875
PCBD1	-2.16700306838387	5.39422665490886	27.409236553638	0.000647302370584701	0.012895446109628
MPC1	-2.16589166352695	6.00517282347112	24.2362925217635	0.000970552865181148	0.016222670857847
TAFA2	-2.16444196185493	2.25529379440567	24.3967092147983	0.00501994240773613	0.0433757507120238
DNAJC28	-2.16413702218854	2.44570130494963	24.1136393195664	0.00177138843594321	0.0228985212638429
INKA2	-2.16296304736323	4.0479086283231	45.7949695969447	0.000107373022392994	0.00474807816008495
USH1C	-2.16288728152411	2.28768482149733	20.7365050421455	0.0042933334586012	0.0391865383649077
NDUFS6	-2.16224489597544	6.40473054513182	29.0183090206031	0.000534509820877947	0.0115897085249591
ADCY5	-2.1589023431789	6.40346801488177	18.51692632223	0.00226128415286151	0.0265902166603416
MDP1	-2.15454937679822	4.11141042497737	26.2985999957728	0.000742645244855513	0.0139890641966303
PMEL	-2.15342582316655	3.41222036477873	49.857077518367	7.35883677030312e-05	0.00386136152780809
MTURN	-2.15277392124839	4.61768297049521	56.3344295689259	4.60253853760735e-05	0.00307766755423624
LINC01351	-2.14892908436557	2.24198799188446	28.2408689199578	0.00526563525744859	0.0448275751223053
LINC02762	-2.1437036743556	4.73459047191835	28.1735416411182	0.00059039195150002	0.0121936816476072
ULK4	-2.1383541819571	3.55653363501681	52.4917562700228	5.97182866033964e-05	0.00346701756810192
DLGAP1-AS1	-2.1343874287194	2.56941323983901	15.5806956488099	0.00376907194403785	0.0361948369462083
DES	-2.13409408387493	7.31124883149286	53.4497803056079	5.58903706924054e-05	0.00337640576797721
TMEM97	-2.13405131521385	4.00261560479458	64.2102233846459	2.68957995728721e-05	0.00255696966038623
SLC5A1	-2.13371852053028	4.80766152771334	18.2045034095468	0.00238077365167234	0.0275222844328345
PRC1	-2.13329244489689	4.84976228835352	29.6005802341266	0.000499770237662211	0.0112467255956012
DECR1	-2.13202055498758	6.75490832642231	53.6244671238861	5.59336906612696e-05	0.00337640576797721
GLIDR	-2.13089575343866	3.39543519836134	38.3963671174105	0.000202493871365001	0.0070229497921151
HMGN5	-2.13032491564404	2.77683561353449	22.8905676690622	0.0011669408310449	0.0178976111285507
SHCBP1	-2.12938058019704	3.2201180118723	17.355302033538	0.00274743994622766	0.0300853873129606
ATP5ME	-2.12324269107167	6.67300077364713	20.4785352708582	0.00165914135780032	0.0220279640487927
SYNM	-2.12263580449876	5.03283878933347	14.7931210888382	0.00437184993786929	0.0395975786587129
UQCRQ	-2.12216366605369	8.18814142820765	23.9971105918639	0.00100228231037391	0.0164998202822712
NDUFB2	-2.11884380868835	7.04237325818924	23.8776629293955	0.0010186083459442	0.0166152548399527
CMC4	-2.11867375613651	4.26707031103271	25.0800428453991	0.00086809771666278	0.0151959692186206
ITM2A	-2.11830817644529	3.56786036565029	27.9920424569784	0.000603327072659589	0.0123602409139453
BEX2	-2.11124757407902	4.21281545250047	32.9530616522405	0.000346096768974265	0.00935417886886566
MGST3	-2.10975324160322	8.34626377176877	21.6501880211094	0.00139330829088392	0.0200006500307352
ANAPC16	-2.1042803260909	7.10296234000166	35.4400795236301	0.000268641164985761	0.00823047029554365
MRPL53	-2.10132549217025	5.15735949689591	19.8322590798221	0.00183274331458059	0.0233987781795803
NAP1L3	-2.09920127198568	5.37095771212969	37.9885109062551	0.000210314365577446	0.00715777869575879
IL20RA	-2.09905617296144	2.71417695074249	36.7110295953069	0.000546971787466334	0.0116919688294683
ATP5MC3	-2.09867689309979	8.58743996106704	29.0271277239952	0.000533961801748121	0.0115897085249591
GUCY1A1	-2.09846389253384	8.47014501821885	45.2258249214619	0.000108041343626821	0.00476425906963843
MYBPC3	-2.09811908524512	8.88855915329466	15.8057736449387	0.00361604552697703	0.0353216639422164
CDKN2C	-2.0960066193163	2.80619149884354	27.161263193591	0.000667211356599567	0.0130934233963313
KLHL3	-2.0951195844637	5.06574237410822	21.6804275443736	0.00138717416955378	0.0199563920301715
EFCAB7	-2.09142041004479	3.35921687061922	50.9018101406273	6.56198880672368e-05	0.0036581223396119
GTSE1	-2.08931824392773	2.84297673639161	45.0987714720925	0.000239768579596305	0.00763795265814656
ASB2	-2.08886832229185	6.94550647458771	37.0013609409487	0.000230845099372232	0.0075122278357899
EMP2	-2.08800560542948	6.85025701073301	31.3277788801955	0.000411935975486534	0.0101814927793732
GNG7	-2.08783278717717	3.67831540519152	64.5401473897781	2.6367030317807e-05	0.0025481340164611
DOK7	-2.08687761585223	4.28991412793002	73.314343988171	1.60367195571873e-05	0.00197743878977167
PHACTR1	-2.08610637774572	4.96761210447532	49.7725040804736	7.58618430852533e-05	0.00392780197061194
PLPP7	-2.08214696022654	5.79702776698242	56.2910039058303	4.46152159786021e-05	0.0030414139590053
FAM229B	-2.08090997153195	5.63890959342396	32.6518590722039	0.000357257214403873	0.00943534093976743
CDCA7	-2.07581190122919	2.50771019136164	19.7111201195849	0.00202060658465902	0.0248591617622345
HIGD2A	-2.0753384060531	6.91994927941911	18.7003595316103	0.00219458224874991	0.0261471083589675
ICA1	-2.07363503694418	4.83651724020919	68.8326746455833	2.05268743311031e-05	0.00228280246996832
ATP5PD	-2.07035161349968	7.40001788939225	25.9066468130477	0.000780392669432154	0.0143064094673772
PARP1	-2.06999735739068	7.02738693233322	33.8483278883732	0.000315375982035854	0.00885353776178765
TMEM144	-2.0686865074792	3.36326329338892	57.9022117614497	4.00532182499655e-05	0.00295475301398148
SH3RF2	-2.06758620692796	4.95116511056608	51.6573441697603	6.42158803093835e-05	0.00362597740054164
DGCR6	-2.06449715316974	4.5103782264425	28.9729516659455	0.000537339468361876	0.0116181025728726
NDUFC1	-2.06284891949037	6.70619323334977	19.7904774433748	0.00184472323385374	0.0234905931329734
ACYP1	-2.06107862206186	3.70575535086154	16.0549418356291	0.00345551487298915	0.0345051691048843
COX8A	-2.06100336535275	7.17452308196651	18.0247904581778	0.00245305485535744	0.0280841863632899
MYLK	-2.06030881550882	9.25182650966089	39.4590650690417	0.000181228891546181	0.00662244793074619
FAM20A	-2.05949880375328	2.53640259039641	23.3420626517777	0.00167664151374234	0.0222278170345036
PLCXD3	-2.05858117702727	4.88309611478949	45.7933423601914	0.000106410615649489	0.0047456716156589
ABHD11	-2.05698444219517	3.79040223656356	36.0937721078038	0.000251949562005514	0.00788888838477265
MMP15	-2.05665460586141	6.56618177878607	23.0760475326891	0.00113712546889911	0.0177093754573073
ST7-AS1	-2.05649228661435	2.51292821141928	37.1536566749819	0.00193708504198998	0.0241802924802604
NSMCE4A	-2.05461329907196	5.06345374753762	55.8064051662935	4.61109035797511e-05	0.00307766755423624
INKA2-AS1	-2.05401182554026	2.68084985989133	43.3922861123392	0.000795520234292908	0.0144809773260944
NEXN	-2.052928741878	7.85461333377294	26.6683084439959	0.000709088982056936	0.0136149247503946
ATP5MF	-2.04936317245376	6.80052138841164	20.1840528591614	0.00173559933371428	0.0225696923296722
PPP1R14C	-2.04744317885586	7.21462542870173	47.849070902014	8.67634120878276e-05	0.00422471075781499
NIFK-AS1	-2.04684090388841	2.9015115218866	41.1036035637946	0.000204478212926005	0.00705180311466958
ERH	-2.04614398606642	6.39681255059635	26.2008899077246	0.000751840046881989	0.0140776309541653
HACD1	-2.04396556714095	7.48017418818096	26.1738395653557	0.000754410411879878	0.0140988528688751
PET100	-2.04318790620173	5.27354566134973	19.1770802388099	0.0020322882181027	0.02494033252272
SMDT1	-2.03749050848364	5.54219883498135	24.5325536477102	0.000932955005058679	0.0158372360173698
RDH5	-2.03727170429192	3.02884584653286	23.5285257204927	0.00106825128698392	0.0171617197936942
DNAJC15	-2.03652165913746	4.76035262737788	33.8531699640878	0.00031521920663677	0.00885353776178765
PIFO	-2.03069660099083	3.56542597366665	34.4340064753245	0.000297092114768859	0.00866438234591098
ETFRF1	-2.02949889442082	4.67685397371233	20.1212482761026	0.00175246605466358	0.0226838003896197
SKA3	-2.0282840767085	2.47265286379889	24.5982854492551	0.00283150452878836	0.030579313906667
GJA5	-2.02533847382706	5.79066868867072	22.3350124011893	0.00126222179319621	0.0188790754894154
DHRS11	-2.02496878688477	2.35545303289952	31.9870501864014	0.00469210064840555	0.0415304876065233
GSTM4	-2.0240146286797	5.69371450195461	36.461723450921	0.000243117347839952	0.00773207733656951
ATP5MC1	-2.02317669502109	6.64756272027311	21.2490877929359	0.00147793762767662	0.0207022014613984
MYL3	-2.02230308912728	8.20141434471967	31.7731842506901	0.000392456330446708	0.00996270449205143
TIMM8B	-2.02180626545774	5.96797296954126	25.7584879090647	0.000795277201311438	0.0144809773260944
ATP5MPL	-2.02055665786066	7.32047346407852	20.4106716348228	0.00167638534078455	0.0222278170345036
CHCHD5	-2.01953615364197	3.8883359777726	17.5577672812488	0.00265400692347493	0.0295235702150502
IL17B	-2.01942685083088	2.383419384185	20.9086991432697	0.00410686474630576	0.0381662483928906
PPP1R3C	-2.01805275870654	4.78339191371765	29.6042157864964	0.000499562250395395	0.0112467255956012
SVIP	-2.01191045665431	3.91087820698359	16.6746731567847	0.00309293936693973	0.0322490697117207
HADH	-2.01084750074435	5.59589499346785	68.6707738847681	2.07163010010405e-05	0.00228379760979448
UQCR10	-2.01078503067825	7.6422378014549	20.7615866636853	0.00158954308260284	0.0215560496958642
CHURC1-FNTB	-2.00953396787014	3.70760917343813	30.1732565574982	0.000468286317208991	0.0109264951279334
FANCL	-2.0068399777431	4.45624578919171	56.4037732656557	4.42757630408011e-05	0.0030414139590053
CPVL	-2.00510421274149	6.77411915718488	60.1337462909349	3.46435379058262e-05	0.00281189222085694
PLK1	-2.0004525994733	3.87954345674165	55.0892548077665	4.84393583868665e-05	0.00314355798167743
ACOT13	-2.00011440355758	5.84778269400765	30.4654694932358	0.000453166638132049	0.0107527073035855
PTBP3	2.00443172930132	5.51891165800899	29.2660739802359	0.000519373959340852	0.0114384682425876
TGFBI	2.00817494948567	8.2226062227586	22.9092170505203	0.00116389960249704	0.0178976111285507
RLF	2.00921866812996	6.91630997981363	24.5122340561332	0.000935475516633931	0.015851512372428
ERO1A	2.00933709991135	6.15018009781092	39.9208315422086	0.000176266832967775	0.00651390595730065
MYD88	2.01995378411476	5.07359018429883	30.8673582198697	0.000433344771607206	0.0104852336044984
LRIG3	2.02203023825943	4.07421531131474	23.7993931920842	0.00102948482268828	0.0167508960825971
GTF2IRD1	2.02211865912622	5.32001832668122	40.7197762972574	0.000164198606167194	0.00616074426160391
PIM3	2.02223782920243	5.52420171245808	64.9452140150604	2.57352070765574e-05	0.00253769833398636
RSRC2	2.02486409922498	7.38637868193629	58.5350768998112	3.8419442185714e-05	0.00290925453489117
PIGA	2.02529992148819	4.525591503836	33.4166563903801	0.000329748409286248	0.00914682690647351
ARRDC2	2.02868698504034	2.97572871226542	46.0678386221782	0.000117197968265805	0.0050104046433113
CASP4	2.0314195330856	4.58215899237934	45.3368160363169	0.000110970479112297	0.00481764095491286
KCNE4	2.03297618541516	5.29165454437591	43.407934667758	0.000130425702440958	0.00530984140871144
TLE1	2.03612870038165	5.85067848419376	32.458041422231	0.000364674462604523	0.00956656801726085
EGR1	2.03763370359093	7.2014314528122	39.1593286477171	0.000188806069913793	0.00682309670334873
HRH1	2.03909929276036	4.52089672461408	66.5093215661726	2.34637696876951e-05	0.00241062592974681
EVC2	2.0400739523669	3.2518471022065	28.5581265134776	0.00056409764236671	0.0118833592398414
H2BC5	2.04207669638029	3.79656865464113	33.3946635052044	0.000330502113727747	0.00914682690647351
LIPG	2.04315021457577	3.1209832143403	30.0648153554625	0.000474055590471093	0.0110001689973913
EMP1	2.04409515902311	3.8123340991967	38.3749923552854	0.000202894704976767	0.0070229497921151
HAPLN3	2.04748300021747	4.19406773536638	74.3698607979253	1.51610581481826e-05	0.00193185353273888
PIK3CD	2.0482660371205	3.51346278920196	26.0515615305091	0.000766165984197687	0.0142108629262294
DBP	2.04862847543104	4.12421061922712	59.1374313283569	3.69399652382825e-05	0.00288410076294438
ADM2	2.05231357629752	3.68190141874922	35.212598648457	0.00027476861881959	0.008310492958856
BAIAP2L1	2.05431855971957	3.24431563511141	25.6184414370431	0.000809670857214174	0.0146299919255191
PFKFB3	2.05462005745352	6.2201683244394	15.5624994192224	0.00378179076497776	0.0362353907134563
TRIM22	2.05572979724605	6.29745664389274	25.72451070907	0.000798740027220873	0.0145126625501437
PDZD2	2.05861694939542	3.28707854937708	41.2929838673973	0.000156165209554551	0.00604424044790722
ZNF844	2.06157802379015	3.11055441676574	21.4260580066922	0.00143983563274353	0.0205035519748376
ITGA2	2.06205192138293	5.77938099910233	36.0253155585279	0.000253636280058763	0.00790016622792556
DOK5	2.06711931329065	4.37999831935424	72.7420898399158	1.65374928090389e-05	0.00197831487830265
SKIL	2.0672505882657	6.89033878507024	71.0678821865831	1.81172142789214e-05	0.00212882692092979
PCSK9	2.06944112870812	2.87884475783762	35.176657643526	0.000275752471479639	0.00831389134274359
RAPGEF2	2.07226766643903	6.33622332707943	37.4966041550848	0.000220249673209135	0.00733542454958486
NPIPB15	2.07342173542294	2.57859239192581	24.8342016569332	0.00110912459092483	0.0174533695651306
CLCF1	2.07535804530105	2.71479710502503	34.9373687501434	0.000469478016367076	0.0109412911106545
RGS16	2.07577109090137	2.24644731810102	14.5947552210922	0.00563415425793022	0.0465903957030614
ADCY7	2.07634811975719	3.76528604142721	32.9122578005486	0.000347583175189438	0.00935417886886566
KLF9	2.07955873826376	2.83179971842627	31.3975071919844	0.000408808778271175	0.0101673696527443
SQSTM1	2.0823157663318	10.0988627153815	57.7954778729341	4.03371217170039e-05	0.00296455183315643
FGF7	2.08336428842837	5.0506893805706	46.7979017419282	9.87998235907639e-05	0.00455105384582526
SH3RF1	2.08481289643394	6.09490876601471	27.2019925417718	0.000663889878883436	0.0130802291430125
CDH6	2.0860259065912	3.84222521258794	55.0895252087585	4.87033104599132e-05	0.00314376664853578
HOXA-AS2	2.08845700400334	3.09519888081221	35.6349236292549	0.000263526623815922	0.00814359517974778
NBPF14	2.09344732783483	5.37984183697664	64.627296720949	2.62294972702108e-05	0.00254802685610568
UBASH3B	2.0935950641924	3.20101568088484	39.8977369934375	0.000176631704123931	0.00651512016921787
ZNF317	2.09538557964355	6.25890690470521	18.2407318210485	0.00236652336874019	0.0274295853897158
IFRD1	2.09569178257752	6.83581148586454	61.3378149349787	3.2097925959544e-05	0.00275046987381717
PDE7A	2.09632417755559	5.59956176161437	37.267733570346	0.000225069814438965	0.00741031035022788
TMEM87B	2.09992379311525	5.54332101568571	38.7430091632571	0.000196128003816374	0.00692350312932067
DPP4	2.10411411866045	3.97866881727305	21.2695559639869	0.00147346749872937	0.0207016064078898
C1QTNF1	2.10929843948928	4.24829128764199	43.4198533432014	0.000130296172049307	0.00530984140871144
MVP	2.11109380961069	6.994654639568	42.088144320955	0.000145808965641665	0.00569962018483345
ERRFI1	2.11394386007247	7.00314281507873	24.1387496579131	0.000983340478878813	0.0163127022690314
KLF11	2.11459979899539	5.41346163118933	17.9440743533104	0.00248640272764841	0.0283831766868207
NRG3	2.1209953352751	3.5098139796093	54.3616698127911	5.14145013923235e-05	0.00322999428046751
SLC38A5	2.12294920332129	2.64534358893933	36.3802787160505	0.00058315357445411	0.0120939559275886
ARHGAP20	2.12348413530002	2.63464554787144	24.1167467758224	0.000986253755455212	0.0163456566244068
THSD1	2.12800067929775	2.36342004434308	20.2480799493359	0.00278722809636126	0.0302996038765303
IL33	2.12947949178136	5.17825684902549	68.3519042805034	2.10957150605068e-05	0.00229978453684624
TENT5C	2.13230298038215	3.19093800206158	24.5712502134331	0.000928178141442359	0.0158241873757805
RXFP1	2.13337397598062	2.5980046704789	17.1314143605557	0.00285555151696578	0.0307206619613046
NBPF26	2.13512504312488	5.2691419964736	26.295259800155	0.000742957263326079	0.0139890641966303
THY1	2.13984108026387	7.88157071097829	48.9195486422643	8.06139641263875e-05	0.00404574889527392
TYMP	2.14231481939587	3.82532765018747	27.4811884462428	0.000641663564267821	0.012861454669691
GBP3	2.14259389004603	4.57052420631089	26.9450986817494	0.000685187637240949	0.0133387271880746
STARD13	2.14610323592774	5.33761788575919	26.3421038944091	0.000738596168585582	0.0139479220802308
LDB2	2.15533350974111	4.88254006078201	55.3243761405666	5.01312117888741e-05	0.00317605269286461
EIF2AK2	2.15554212432917	6.38740544242257	27.2072212176817	0.000663464962936486	0.0130802291430125
HS6ST2	2.15880707098174	2.24781966994509	20.5508035463167	0.00438043210524711	0.0395997441709367
ZBTB10	2.16694256994356	5.19643341440544	23.0278810944524	0.00114477659140646	0.0177861845234908
CHD1	2.1674246049977	6.4504965546775	49.5536798528058	7.99037801552884e-05	0.00403072462207513
GADD45B	2.16956613218882	7.55446536433018	59.9747726145034	3.49979279030462e-05	0.00281189222085694
NFKBID	2.17053934098394	2.54798848609612	52.9850418197987	0.000830922223736284	0.0148363847100793
SEC24A	2.17119200641062	6.53392649888866	13.5352300414205	0.00560504335618921	0.0465458170878125
HFE	2.17313758353134	2.55329790228337	44.6919427652494	0.000802959232442362	0.014548909527439
KCNAB1	2.17460845297474	3.21645557608065	68.8435311307584	2.05142484650061e-05	0.00228280246996832
SEL1L3	2.1785542302981	6.49127638476457	17.09245402104	0.00287489959971787	0.0308611350357023
LRRC8E	2.18139127542376	2.74699298422622	21.8109390202248	0.00136108001211764	0.0197420722908258
PTGIS	2.1837728202608	8.54102206007947	45.8225499238428	0.000105893591483031	0.00473337117465038
ACHE	2.18426551785268	4.27479473163023	76.048959219819	1.38859443058596e-05	0.00187919920768195
NEDD9	2.19839119134382	7.34635088082623	22.4127756878256	0.00124832024098295	0.0187707188419989
TBC1D2	2.1998561297255	2.7870653476712	31.8743324614589	0.000388192425075029	0.00988818268601032
IL1RL1	2.20051132401193	7.94051172610276	39.4896850034807	0.000183235204766815	0.00668331677163424
ATP8B1	2.20163768608539	4.9085745793298	24.293113409495	0.000963198577625285	0.0161407734318881
SMURF1	2.20676519152962	6.36710016438655	14.9545720526321	0.00423905566718372	0.0388960294106878
CACTIN	2.21659709174406	5.37143711145835	35.6544282000735	0.000263021294253427	0.00814079945920346
WAKMAR2	2.22153889424662	2.25550082759894	35.5051688809275	0.00336383504118995	0.0340250180480775
GPBP1	2.2216715943617	7.846398834623	45.5104911919578	0.000109840069066023	0.00480168697062096
SNAPC1	2.22407889783072	6.03134636202768	74.629522656025	1.4954727301291e-05	0.00193063561732391
CLK4	2.23061364571361	5.93494822790552	46.2243597573603	0.000103777553545848	0.00468144122581647
MFAP3L	2.23069284574785	3.27100210547753	25.0051584885189	0.000876631882995666	0.0152897721799388
SPRED3	2.23255521861213	2.25871114248616	31.468145335512	0.00321740333585395	0.0330169924328115
FOXN2	2.23518926728943	4.82101894046135	38.3089434913889	0.000204139509522249	0.00705180311466958
SMOX	2.23838942259566	4.38691809610646	63.07334955211	2.91164667088723e-05	0.0026380717379955
DTX3L	2.23860041889549	4.50218190539607	39.2945054780273	0.000186501596542042	0.00676473351006375
TNFAIP2	2.24691985786998	2.43537921623533	31.9914348014719	0.00116334554809229	0.0178976111285507
DUSP6	2.24752601973563	6.61557107915297	59.1003513568783	3.86951757430869e-05	0.00290925453489117
ETV4	2.25529270181469	3.38974170573725	51.1633922236744	6.97636739170123e-05	0.00376091366283937
DRAM1	2.25581669948198	5.54786463254222	49.9475717872637	7.80896291041338e-05	0.00397519291919562
RASGRF2	2.25776830512569	3.28169117019733	27.1587024191695	0.000667420873625957	0.0130934233963313
ARSI	2.25877661773306	3.4457166044438	57.3485661465477	4.27824061450019e-05	0.00301901140438794
SLC7A5	2.26805605794068	8.82052695951275	25.5006684237277	0.000822025443361769	0.0147311463699434
SPRED1	2.26826627197636	5.6314737147838	32.445754270775	0.000365151069914303	0.00956656801726085
STEAP1	2.26950572737791	2.15877643744677	34.4558171784889	0.00469830759624372	0.041566677169112
HES1	2.2723034664695	6.31538430468443	48.4749674026426	8.71884550333175e-05	0.00423489864633364
RBM15	2.27347996352283	4.73307939504247	22.3979904736914	0.00125094871560399	0.0187947335932903
ITGA4	2.28058078691007	7.21073159927661	23.2410716703581	0.00111138694661036	0.0174686988255389
DDIT3	2.28279210884954	6.6988292793142	47.7252371850758	9.23239748075593e-05	0.00436547797023792
GPR176	2.28749956021021	6.82943844101712	25.2502405284648	0.00084908023519918	0.0150044235113485
BRPF1	2.28951929133069	5.01637752630587	18.2580496415096	0.00235974879960325	0.0273672285429165
SERPINB8	2.29107860138967	4.97005461861602	82.5132571475074	1.00577582832747e-05	0.00155404244718661
DUSP1	2.29223390568886	8.48531353112169	75.9116781145848	1.39851142855731e-05	0.00187965683305344
TRIM25	2.29412673382372	4.59677031197317	23.4733045165315	0.00107637488654898	0.0171659363257244
CFB	2.29420764656255	3.18579235494304	21.5921333268013	0.00140517912156594	0.0201415850273838
ALDH1A3	2.30457770326118	5.56987540222317	17.0735962644966	0.00288432286237597	0.0309039071050076
HTR7	2.30658237267168	3.97522980115911	29.3350619733899	0.000515254158729421	0.0113763600712516
SULF1	2.3090247846901	10.5148755832406	14.301848788786	0.00480892793493082	0.0422406413908449
SLC2A9	2.31395839997897	2.66446380996513	51.5357984928592	0.000208427432515815	0.00715605924548985
TAP1	2.31833507686919	6.93173670065105	27.2698148062195	0.000658404223949205	0.0130240585549952
PDK4	2.32162390074686	4.49249032709924	56.6480836760565	4.8384811167828e-05	0.00314355798167743
EPHA2	2.32369421617393	7.56771113901436	27.8760254686704	0.000611779245779201	0.0124791519126042
SLC43A3	2.32409574235542	3.54674528344507	51.5617946252583	6.94248253265984e-05	0.00376091366283937
SLC22A3	2.32872375815381	4.72906463207645	37.9847732799705	0.000210387743041229	0.00715777869575879
IRAK2	2.33214518060702	2.90343025347405	52.717591724563	5.8934606840981e-05	0.00345216056728528
TRIM38	2.33395740670831	4.78983854557484	61.0171956959422	3.52507509723696e-05	0.00281189222085694
INTS6	2.33521827715449	6.51368769431654	36.3540902764545	0.000245660782914644	0.0077751637792485
CD44	2.34037786759364	7.55450928024877	45.6660395056721	0.00010848255006912	0.00477298896862407
ELF3	2.34059539593608	4.96493334319137	84.7861224600651	9.02867779610707e-06	0.00153774040042082
BCL3	2.35247764297349	5.60050371060719	65.9534558099314	2.51777538459096e-05	0.00251795940073588
BCAR3	2.35602112760936	5.79021094809157	38.716970932956	0.000196597507663073	0.00692608706595897
ULBP2	2.35810306453315	3.95706953109648	80.4609706590853	1.11135913242274e-05	0.00160965810473869
JUN	2.35872706331817	8.86173942949955	32.1573658984507	0.00037656183663167	0.00978041237096783
MCTP2	2.36061467882309	3.50856118350422	32.7062991812393	0.000355207465796525	0.00943534093976743
LSMEM1	2.3614318007152	2.31784258583548	45.6224703874541	0.00150096526701799	0.020932875303669
AMIGO2	2.36872328762927	8.00328821974344	43.692750517031	0.000127373389577134	0.00527309709635464
ADAM32	2.37657411493809	2.34123190783471	46.0116339818007	0.00126595478077225	0.0189030605635227
APOL1	2.37987560067253	4.12221861729703	21.5622969577273	0.00141132865378671	0.020185647921919
IRF1	2.3799431861167	4.99220882039287	87.1241790634115	8.10194017805728e-06	0.00151010682649468
INHBA	2.38321876802606	8.3061312465827	78.6740343496352	1.21459620912887e-05	0.00170243010083827
MALL	2.38332579445278	2.65913873735056	41.0543681100132	0.000159448983550096	0.00609915673334021
FRMD6	2.3878718468709	6.89129115611023	14.6812960390762	0.00446685824446498	0.0401342304629745
RGS4	2.38859184078441	7.19183639122904	57.8378288933255	4.46377832234382e-05	0.0030414139590053
